entry_id,evidence_status,cohort_id,model,fit_period,chronology,market_quote_timing,n,log_loss,brier,baseline_entry_id,log_loss_delta_vs_baseline,market_reference_entry_id,incremental_log_loss_delta_vs_market,conditional_event_interval_2_5,conditional_event_interval_97_5,metric_source_path,metric_source_sha256,detail_source_path,detail_source_sha256,notes
JOINT04-SPORTS-selected_hgb_full,independently_reviewed_exposed_joint_benchmark,JOINT04-PRIMARY-SPORTS-2017-2024-18972,selected hgb full,Earlier annual fits; three past years for selection/calibration,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,,18972,0.6054150775881298,0.20954307214082754,JOINT04-SPORTS-selected_hgb_base,-0.006792704721857001,,,,,experiments/runs/JOINT04/report_attempt_001/pooled_metrics.csv,5142e81fab8bce1c2d74820e838ca7c27a3707a2a56373b109cd74c094550e14,experiments/runs/JOINT04/report_attempt_001/primary.json,d4e6c52feafe6797c881c056cc813e87225b603068602a78b23c5be0581bfed9,"All displayed metrics and deltas are match-weighted; the registered primary uses equal-year weighting. Primary equal-year delta -0.006879503; fixed-prediction event-bootstrap interval [-0.008547713, -0.005155113]. This interval does not describe the table's match-weighted delta."
JOINT04-SPORTS-selected_hgb_traits,independently_reviewed_exposed_joint_benchmark,JOINT04-PRIMARY-SPORTS-2017-2024-18972,selected hgb traits,Earlier annual fits; three past years for selection/calibration,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,,18972,0.6089559915596284,0.2111062964036539,JOINT04-SPORTS-selected_hgb_base,-0.0032517907503584187,,,,,experiments/runs/JOINT04/report_attempt_001/pooled_metrics.csv,5142e81fab8bce1c2d74820e838ca7c27a3707a2a56373b109cd74c094550e14,experiments/runs/JOINT04/report_attempt_001/primary.json,d4e6c52feafe6797c881c056cc813e87225b603068602a78b23c5be0581bfed9,All displayed metrics and deltas are match-weighted; the registered primary uses equal-year weighting.
JOINT04-SPORTS-selected_ridge_base,independently_reviewed_exposed_joint_benchmark,JOINT04-PRIMARY-SPORTS-2017-2024-18972,selected ridge base,Earlier annual fits; three past years for selection/calibration,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,,18972,0.6133320171307752,0.21312945725559732,,,,,,,experiments/runs/JOINT04/report_attempt_001/pooled_metrics.csv,5142e81fab8bce1c2d74820e838ca7c27a3707a2a56373b109cd74c094550e14,experiments/runs/JOINT04/report_attempt_001/primary.json,d4e6c52feafe6797c881c056cc813e87225b603068602a78b23c5be0581bfed9,All displayed metrics and deltas are match-weighted; the registered primary uses equal-year weighting.
JOINT04-SPORTS-selected_ridge_dynamic,independently_reviewed_exposed_joint_benchmark,JOINT04-PRIMARY-SPORTS-2017-2024-18972,selected ridge dynamic,Earlier annual fits; three past years for selection/calibration,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,,18972,0.6104671860171228,0.21186310910892137,JOINT04-SPORTS-selected_ridge_base,-0.002864831113652433,,,,,experiments/runs/JOINT04/report_attempt_001/pooled_metrics.csv,5142e81fab8bce1c2d74820e838ca7c27a3707a2a56373b109cd74c094550e14,experiments/runs/JOINT04/report_attempt_001/primary.json,d4e6c52feafe6797c881c056cc813e87225b603068602a78b23c5be0581bfed9,All displayed metrics and deltas are match-weighted; the registered primary uses equal-year weighting.
JOINT04-SPORTS-selected_ridge_full,independently_reviewed_exposed_joint_benchmark,JOINT04-PRIMARY-SPORTS-2017-2024-18972,selected ridge full,Earlier annual fits; three past years for selection/calibration,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,,18972,0.6078884425412026,0.2106419799331643,JOINT04-SPORTS-selected_ridge_base,-0.005443574589572675,,,,,experiments/runs/JOINT04/report_attempt_001/pooled_metrics.csv,5142e81fab8bce1c2d74820e838ca7c27a3707a2a56373b109cd74c094550e14,experiments/runs/JOINT04/report_attempt_001/primary.json,d4e6c52feafe6797c881c056cc813e87225b603068602a78b23c5be0581bfed9,All displayed metrics and deltas are match-weighted; the registered primary uses equal-year weighting.
JOINT04-SPORTS-selected_ridge_traits,independently_reviewed_exposed_joint_benchmark,JOINT04-PRIMARY-SPORTS-2017-2024-18972,selected ridge traits,Earlier annual fits; three past years for selection/calibration,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,,18972,0.6103047171906493,0.21169640247853755,JOINT04-SPORTS-selected_ridge_base,-0.0030272999401259604,,,,,experiments/runs/JOINT04/report_attempt_001/pooled_metrics.csv,5142e81fab8bce1c2d74820e838ca7c27a3707a2a56373b109cd74c094550e14,experiments/runs/JOINT04/report_attempt_001/primary.json,d4e6c52feafe6797c881c056cc813e87225b603068602a78b23c5be0581bfed9,All displayed metrics and deltas are match-weighted; the registered primary uses equal-year weighting.
JOINT04-MKT-market_calibrated_ps,independently_reviewed_exposed_joint_benchmark,JOINT04-PRIMARY-PINNACLE-2017-2024-18882,market calibrated_ps,Earlier three-year scalar calibration,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,annual latest preplay proxy; exact quote time and historical availability unknown,18882,0.5873031520789905,0.2020914255927841,,,,,,,experiments/runs/JOINT04/report_attempt_001/pooled_metrics.csv,5142e81fab8bce1c2d74820e838ca7c27a3707a2a56373b109cd74c094550e14,experiments/runs/JOINT04/report_attempt_001/primary.json,d4e6c52feafe6797c881c056cc813e87225b603068602a78b23c5be0581bfed9,All displayed metrics and deltas are match-weighted; the registered primary uses equal-year weighting.
JOINT04-MKT-market_raw_ps,independently_reviewed_exposed_joint_benchmark,JOINT04-PRIMARY-PINNACLE-2017-2024-18882,market raw_ps,No fit,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,annual latest preplay proxy; exact quote time and historical availability unknown,18882,0.5872532499356297,0.20204938850286966,,,,,,,experiments/runs/JOINT04/report_attempt_001/pooled_metrics.csv,5142e81fab8bce1c2d74820e838ca7c27a3707a2a56373b109cd74c094550e14,experiments/runs/JOINT04/report_attempt_001/primary.json,d4e6c52feafe6797c881c056cc813e87225b603068602a78b23c5be0581bfed9,All displayed metrics and deltas are match-weighted; the registered primary uses equal-year weighting.
JOINT04-MKT-selected_hgb_base,independently_reviewed_exposed_joint_benchmark,JOINT04-PRIMARY-PINNACLE-2017-2024-18882,selected hgb base,Earlier annual fits; three past years for selection/calibration,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,,18882,0.6120977123390238,0.21263406403490434,,,JOINT04-MKT-market_calibrated_ps,0.024794560260033238,,,experiments/runs/JOINT04/report_attempt_001/pooled_metrics.csv,5142e81fab8bce1c2d74820e838ca7c27a3707a2a56373b109cd74c094550e14,experiments/runs/JOINT04/report_attempt_001/primary.json,d4e6c52feafe6797c881c056cc813e87225b603068602a78b23c5be0581bfed9,All displayed metrics and deltas are match-weighted; the registered primary uses equal-year weighting.
JOINT04-MKT-selected_hgb_dynamic,independently_reviewed_exposed_joint_benchmark,JOINT04-PRIMARY-PINNACLE-2017-2024-18882,selected hgb dynamic,Earlier annual fits; three past years for selection/calibration,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,,18882,0.6084829464364484,0.21097064478522054,JOINT04-MKT-selected_hgb_base,-0.0036147659025753676,JOINT04-MKT-market_calibrated_ps,0.02117979435745787,,,experiments/runs/JOINT04/report_attempt_001/pooled_metrics.csv,5142e81fab8bce1c2d74820e838ca7c27a3707a2a56373b109cd74c094550e14,experiments/runs/JOINT04/report_attempt_001/primary.json,d4e6c52feafe6797c881c056cc813e87225b603068602a78b23c5be0581bfed9,All displayed metrics and deltas are match-weighted; the registered primary uses equal-year weighting.
JOINT04-MKT-selected_hgb_full,independently_reviewed_exposed_joint_benchmark,JOINT04-PRIMARY-PINNACLE-2017-2024-18882,selected hgb full,Earlier annual fits; three past years for selection/calibration,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,,18882,0.6053372859922209,0.20950896678592112,JOINT04-MKT-selected_hgb_base,-0.00676042634680285,JOINT04-MKT-market_calibrated_ps,0.018034133913230388,,,experiments/runs/JOINT04/report_attempt_001/pooled_metrics.csv,5142e81fab8bce1c2d74820e838ca7c27a3707a2a56373b109cd74c094550e14,experiments/runs/JOINT04/report_attempt_001/primary.json,d4e6c52feafe6797c881c056cc813e87225b603068602a78b23c5be0581bfed9,All displayed metrics and deltas are match-weighted; the registered primary uses equal-year weighting.
JOINT04-MKT-selected_hgb_traits,independently_reviewed_exposed_joint_benchmark,JOINT04-PRIMARY-PINNACLE-2017-2024-18882,selected hgb traits,Earlier annual fits; three past years for selection/calibration,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,,18882,0.6089107243956439,0.21108451329959202,JOINT04-MKT-selected_hgb_base,-0.003186987943379904,JOINT04-MKT-market_calibrated_ps,0.021607572316653334,,,experiments/runs/JOINT04/report_attempt_001/pooled_metrics.csv,5142e81fab8bce1c2d74820e838ca7c27a3707a2a56373b109cd74c094550e14,experiments/runs/JOINT04/report_attempt_001/primary.json,d4e6c52feafe6797c881c056cc813e87225b603068602a78b23c5be0581bfed9,All displayed metrics and deltas are match-weighted; the registered primary uses equal-year weighting.
JOINT04-MKT-selected_ridge_base,independently_reviewed_exposed_joint_benchmark,JOINT04-PRIMARY-PINNACLE-2017-2024-18882,selected ridge base,Earlier annual fits; three past years for selection/calibration,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,,18882,0.6132331749000307,0.21308195034667965,,,JOINT04-MKT-market_calibrated_ps,0.025930022821040177,,,experiments/runs/JOINT04/report_attempt_001/pooled_metrics.csv,5142e81fab8bce1c2d74820e838ca7c27a3707a2a56373b109cd74c094550e14,experiments/runs/JOINT04/report_attempt_001/primary.json,d4e6c52feafe6797c881c056cc813e87225b603068602a78b23c5be0581bfed9,All displayed metrics and deltas are match-weighted; the registered primary uses equal-year weighting.
JOINT04-MKT-selected_ridge_dynamic,independently_reviewed_exposed_joint_benchmark,JOINT04-PRIMARY-PINNACLE-2017-2024-18882,selected ridge dynamic,Earlier annual fits; three past years for selection/calibration,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,,18882,0.6103531181129411,0.21180850225169046,JOINT04-MKT-selected_ridge_base,-0.00288005678708958,JOINT04-MKT-market_calibrated_ps,0.023049966033950597,,,experiments/runs/JOINT04/report_attempt_001/pooled_metrics.csv,5142e81fab8bce1c2d74820e838ca7c27a3707a2a56373b109cd74c094550e14,experiments/runs/JOINT04/report_attempt_001/primary.json,d4e6c52feafe6797c881c056cc813e87225b603068602a78b23c5be0581bfed9,All displayed metrics and deltas are match-weighted; the registered primary uses equal-year weighting.
JOINT04-MKT-selected_ridge_full,independently_reviewed_exposed_joint_benchmark,JOINT04-PRIMARY-PINNACLE-2017-2024-18882,selected ridge full,Earlier annual fits; three past years for selection/calibration,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,,18882,0.6078057980440091,0.21060183530199886,JOINT04-MKT-selected_ridge_base,-0.005427376856021571,JOINT04-MKT-market_calibrated_ps,0.020502645965018607,,,experiments/runs/JOINT04/report_attempt_001/pooled_metrics.csv,5142e81fab8bce1c2d74820e838ca7c27a3707a2a56373b109cd74c094550e14,experiments/runs/JOINT04/report_attempt_001/primary.json,d4e6c52feafe6797c881c056cc813e87225b603068602a78b23c5be0581bfed9,All displayed metrics and deltas are match-weighted; the registered primary uses equal-year weighting.
JOINT04-MKT-selected_ridge_traits,independently_reviewed_exposed_joint_benchmark,JOINT04-PRIMARY-PINNACLE-2017-2024-18882,selected ridge traits,Earlier annual fits; three past years for selection/calibration,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,,18882,0.6102354994044784,0.2116621228122008,JOINT04-MKT-selected_ridge_base,-0.002997675495552299,JOINT04-MKT-market_calibrated_ps,0.02293234732548788,,,experiments/runs/JOINT04/report_attempt_001/pooled_metrics.csv,5142e81fab8bce1c2d74820e838ca7c27a3707a2a56373b109cd74c094550e14,experiments/runs/JOINT04/report_attempt_001/primary.json,d4e6c52feafe6797c881c056cc813e87225b603068602a78b23c5be0581bfed9,All displayed metrics and deltas are match-weighted; the registered primary uses equal-year weighting.
JOINT05-MARKET-PLUS-FULL-HGB7,independently_reviewed_exposed_joint_benchmark,JOINT04-PRIMARY-PINNACLE-2017-2024-18882,Calibrated market plus fixed raw full HGB7 residual,Three prior annual forecast years; equal-year weights; fixed lambda=0.1,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,annual latest preplay proxy; exact quote time and historical availability unknown,18882,0.5873853771335628,0.2021251557780476,JOINT04-MKT-market_calibrated_ps,8.222505457222695e-05,JOINT04-MKT-market_calibrated_ps,8.222505457222695e-05,,,experiments/runs/JOINT05/attempt_001/report/primary.json,119d205fda6292ee09a439baa2341d877132168b7603e0c2b03afaae4b25f60c,,,"Eight normal fits, no fallbacks. Primary equal-year delta +0.000074343; t7 95% [-0.000030393, +0.000179078]; conditional fixed-prediction event bootstrap [+0.000001714, +0.000150271]. These intervals do not describe the displayed match-weighted delta. Exposed development; no demonstrated market improvement."
MKT03-CONST-0.5,accepted_limited_retrospective_comparator,MKT03-PRIMARY-2024-2595,Constant p(A wins)=0.5,No learned state or fitted parameters,same selected evaluation rows; no history used,,2595,0.6931471805599453,0.25,,,,,,,experiments/runs/MARKET-003/attempt_001/metrics.json,f25b376d15f504a96f43bfc1d09fce328f679ebd791b02c1c43542e27043b235,,,
MKT03-ELO-O,accepted_limited_retrospective_comparator,MKT03-PRIMARY-2024-2595,"Fixed K32 overall Elo, daily lag 2",Fixed hyperparameters; rating states learned from 2023 history,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,,2595,0.6241402174338075,0.21832718763445663,,,,,,,experiments/runs/MARKET-003/attempt_001/metrics.json,f25b376d15f504a96f43bfc1d09fce328f679ebd791b02c1c43542e27043b235,,,
MKT03-ELO-PM,accepted_limited_retrospective_comparator,MKT03-PRIMARY-2024-2595,"Equal probability-mean overall/surface Elo, daily lag 2",Fixed hyperparameters; rating states learned from 2023 history,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,,2595,0.6249258460810069,0.21824929926018138,MKT03-ELO-O,0.0007856286471993323,,,,,experiments/runs/MARKET-003/attempt_001/metrics.json,f25b376d15f504a96f43bfc1d09fce328f679ebd791b02c1c43542e27043b235,,,
MKT03-PS-RAW,accepted_limited_retrospective_comparator,MKT03-PRIMARY-2024-2595,Pinnacle proportional-normalized annual proxy,No fit,source match dates; quote observation time unresolved,annual latest preplay proxy; exact quote time and historical availability unknown,2595,0.5795913619335381,0.19862959862133672,MKT03-ELO-O,-0.044548855500269435,,,-0.05411528256604531,-0.03492586991306626,experiments/runs/MARKET-003/attempt_001/metrics.json,f25b376d15f504a96f43bfc1d09fce328f679ebd791b02c1c43542e27043b235,,,Conditional event interval applies to the displayed quote-minus-overall delta on this exposed cohort and procedure.
C1-ELO-O,accepted_exposed_correction,C1-FULL-2024-2607,"Fixed K32 overall Elo, daily lag 2",Fixed hyperparameters; rating states learned from 2023 history,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,,2607,0.6239381615399675,0.21821962727445493,,,,,,,experiments/runs/ELO-DATE-002-C1/attempt_001/metrics.json,e746f16bfbcba263ac0f2ccfd171a750896b1bc952ff1c40d020228fe2a5127f,,,
C1-ELO-PM,accepted_exposed_correction,C1-FULL-2024-2607,"Equal probability-mean overall/surface Elo, daily lag 2",Fixed hyperparameters; rating states learned from 2023 history,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,,2607,0.6247330179346577,0.2181492168294332,C1-ELO-O,0.0007948563946902354,,,-0.0037401900162273515,0.005491958280304156,experiments/runs/ELO-DATE-002-C1/attempt_001/metrics.json,e746f16bfbcba263ac0f2ccfd171a750896b1bc952ff1c40d020228fe2a5127f,experiments/ELO-DATE-002-C1.result.json,46c3334329d4a7dd416f2b2ff78af87ed4a5923a6a99fb90a824caed8607b6b9,Conditional event interval applies to the displayed probability-mean-minus-overall delta on this exposed cohort and procedure.
FBL-A23-O,post_review_exploratory_reproduction,FABLE-ANCHOR-FULL-2024-2607,"K32 overall Elo, initialized 2023, anchor batches",Fixed hyperparameters; rating states learned from history starting in named year,archive tourney_date event anchors; same-anchor batches,,2607,0.6248711309562408,0.21863533069733862,,,,,,,data/raw/FABLE01/reproduction/independent_checks.json,38f34fb77d55b24abdcaadc04927be8b8f316e32fd156e61fbfec937b3d47f8d,,,Approximate event-anchor chronology; not the reviewed reported-date panel.
FBL-A23-P,post_review_exploratory_reproduction,FABLE-ANCHOR-FULL-2024-2607,"K32 probability-mean overall/surface Elo, initialized 2023, anchor batches",Fixed hyperparameters; rating states learned from history starting in named year,archive tourney_date event anchors; same-anchor batches,,2607,0.6251795926489889,0.21835193444237666,FBL-A23-O,0.00030846169274811874,,,,,data/raw/FABLE01/reproduction/independent_checks.json,38f34fb77d55b24abdcaadc04927be8b8f316e32fd156e61fbfec937b3d47f8d,,,Equal probability-space mean of reproduced overall and surface probabilities; approximate event-anchor chronology.
FBL-A05-O,post_review_exploratory_reproduction,FABLE-ANCHOR-FULL-2024-2607,"K32 overall Elo, initialized 2005, anchor batches",Fixed hyperparameters; rating states learned from history starting in named year,archive tourney_date event anchors; same-anchor batches,,2607,0.6230631986645938,0.21750601730678676,,,,,,,data/raw/FABLE01/reproduction/independent_checks.json,38f34fb77d55b24abdcaadc04927be8b8f316e32fd156e61fbfec937b3d47f8d,,,Approximate event-anchor chronology; not the reviewed reported-date panel.
FBL-A05-P,post_review_exploratory_reproduction,FABLE-ANCHOR-FULL-2024-2607,"K32 probability-mean pooled Elo, initialized 2005, anchor batches",Fixed hyperparameters; rating states learned from history starting in named year,archive tourney_date event anchors; same-anchor batches,,2607,0.6189707355370019,0.21562574356252212,FBL-A05-O,-0.004092463127591928,,,,,data/raw/FABLE01/reproduction/independent_checks.json,38f34fb77d55b24abdcaadc04927be8b8f316e32fd156e61fbfec937b3d47f8d,,,Approximate event-anchor chronology; not the reviewed reported-date panel.
FBL-MKT-RAW,post_review_exploratory_reproduction,FABLE-MARKET-2024-2595,Pinnacle proportional-normalized annual proxy,No fit,archive tourney_date plus round-order surrogate,annual latest preplay proxy; exact quote time and historical availability unknown,2595,0.579591361933538,0.19862959862133672,,,,,,,data/raw/FABLE01/reproduction/reproduction_prediction_metrics.json,84663c7fc27502cbb98e5c5fd986f261dea660455254d41dec4bee2c76390f36,,,Same numerical market score as accepted MARKET-003; retained here as the Fable-fit reference.
FBL-MKT-CAL,post_review_exploratory_reproduction,FABLE-MARKET-2024-2595,Market-logit recalibration,Fit 2023; evaluate 2024,archive tourney_date plus round-order surrogate,annual latest preplay proxy; exact quote time and historical availability unknown,2595,0.5790466297231613,0.1984668743843451,FBL-MKT-RAW,-0.0005447322103766528,,,,,data/raw/FABLE01/reproduction/reproduction_prediction_metrics.json,84663c7fc27502cbb98e5c5fd986f261dea660455254d41dec4bee2c76390f36,data/raw/FABLE01/reproduction/independent_checks.json,38f34fb77d55b24abdcaadc04927be8b8f316e32fd156e61fbfec937b3d47f8d,No intercept; coefficient 1.0402270131950304.
FBL-MKT-VKRES,post_review_exploratory_reproduction,FABLE-MARKET-2024-2595,Market plus long-history variable-K overall-Elo residual,Fit 2023; evaluate 2024,archive tourney_date plus round-order surrogate,annual latest preplay proxy; exact quote time and historical availability unknown,2595,0.5785152266843079,0.1982689848803484,,,FBL-MKT-CAL,-0.0005314030388534626,-0.0021838358758244423,0.0012022360653096164,data/raw/FABLE01/reproduction/reproduction_prediction_metrics.json,84663c7fc27502cbb98e5c5fd986f261dea660455254d41dec4bee2c76390f36,data/raw/FABLE01/reproduction/independent_checks.json,38f34fb77d55b24abdcaadc04927be8b8f316e32fd156e61fbfec937b3d47f8d,"No intercept; coefficients [1.1942972548013553, -0.36592497099462945]. Conditional event interval on this exposed cohort and procedure spans zero."
FBL-VK-ELO-CAL,post_review_exploratory_reproduction,FABLE-MARKET-2024-2595,"Long-history variable-K overall Elo, recalibrated",Fit calibration on 2023; evaluate 2024,archive tourney_date plus round-order surrogate,,2595,0.6218038549179176,,,,,,,,data/raw/FABLE01/reproduction/independent_checks.json,38f34fb77d55b24abdcaadc04927be8b8f316e32fd156e61fbfec937b3d47f8d,,,No intercept; coefficient 1.507956691878465. Brier unmeasured.
FBL-K32-ROUND-O,post_review_exploratory_reproduction,FABLE-MARKET-2024-2595,"K32 overall Elo, initialized 2005, round ordered",Fixed hyperparameters; rating states learned from 2005-2023 history,archive tourney_date plus round-order surrogate,,2595,0.6221380318150623,0.21724127977056282,,,,,,,data/raw/FABLE01/reproduction/independent_checks.json,38f34fb77d55b24abdcaadc04927be8b8f316e32fd156e61fbfec937b3d47f8d,,,
FBL-DOM-C0.01,historical_reproduction_known_input_defect,FABLE-MARKET-2024-2595,"Serve/return dominance logistic, C=0.01",Train 2012-2023; evaluate 2024,archive tourney_date plus round-order surrogate,,2595,0.6023821583477112,,,,,,,,data/raw/FABLE01/reproduction/independent_checks2.json,8c46bd33c3ad8927fc482d26b431409732e05b25a27e861430a6ebc55689a032,,,All three C settings remain visible; none is designated a holdout-selected winner. Brier unmeasured. Official RG reconciliation found an incorrect prior service-point count; 51 later cohort predictions are potentially affected. Original metrics preserved; corrected refit not run. See data/raw/MULTI01/source_cases/propagation_assessment.json.
FBL-DOM-C0.1,historical_reproduction_known_input_defect,FABLE-MARKET-2024-2595,"Serve/return dominance logistic, C=0.1",Train 2012-2023; evaluate 2024,archive tourney_date plus round-order surrogate,,2595,0.6023798974631831,,,,,,,,data/raw/FABLE01/reproduction/independent_checks2.json,8c46bd33c3ad8927fc482d26b431409732e05b25a27e861430a6ebc55689a032,,,All three C settings remain visible; none is designated a holdout-selected winner. Brier unmeasured. Official RG reconciliation found an incorrect prior service-point count; 51 later cohort predictions are potentially affected. Original metrics preserved; corrected refit not run. See data/raw/MULTI01/source_cases/propagation_assessment.json.
FBL-DOM-C1.0,historical_reproduction_known_input_defect,FABLE-MARKET-2024-2595,"Serve/return dominance logistic, C=1.0",Train 2012-2023; evaluate 2024,archive tourney_date plus round-order surrogate,,2595,0.602431495861105,,,,,,,,data/raw/FABLE01/reproduction/independent_checks2.json,8c46bd33c3ad8927fc482d26b431409732e05b25a27e861430a6ebc55689a032,,,All three C settings remain visible; none is designated a holdout-selected winner. Brier unmeasured. Official RG reconciliation found an incorrect prior service-point count; 51 later cohort predictions are potentially affected. Original metrics preserved; corrected refit not run. See data/raw/MULTI01/source_cases/propagation_assessment.json.
FBL-RANK-LOGIT,post_review_exploratory_reproduction,FABLE-MARKET-2024-2595,Ranking-points logistic,Train 2012-2023; evaluate 2024,archive tourney_date plus round-order surrogate,,2595,0.6389372941856717,,,,,,,,data/raw/FABLE01/reproduction/independent_checks2.json,8c46bd33c3ad8927fc482d26b431409732e05b25a27e861430a6ebc55689a032,,,Brier unmeasured.
FBL-MARKET-MEM,post_review_exploratory_reproduction,FABLE-MARKET-2024-2595,Past-price market-memory rating,Weekly prequential 2024 refits using prior 2023/2024 prices,weekly price-state fits; two-day anchor-date gap in reproduced script,annual latest preplay proxy; exact quote time and historical availability unknown,2595,0.6166088293674648,,,,,,,,data/raw/FABLE01/reproduction/independent_checks2.json,8c46bd33c3ad8927fc482d26b431409732e05b25a27e861430a6ebc55689a032,,,Past annual price proxies are treated as lagged features; historical quote availability remains unproved. Brier unmeasured.
FBL-BLEND-MM-DOM,historical_reproduction_known_input_defect,FABLE-MARKET-2024-2595,Equal-logit blend of market-memory and dominance C=0.1,Dominance trained 2012-2023; market-memory fit prequentially in 2024,archive tourney_date plus round-order surrogate,annual latest preplay proxy; exact quote time and historical availability unknown,2595,0.6042304313520912,,,,,,,,data/raw/FABLE01/reproduction/independent_checks2.json,8c46bd33c3ad8927fc482d26b431409732e05b25a27e861430a6ebc55689a032,,,Fixed equal-logit blend of two exposed component predictions; C=0.1 was not selected on an untouched 2024 holdout. Brier unmeasured. Official RG reconciliation found an incorrect prior service-point count; 51 later cohort predictions are potentially affected. Original metrics preserved; corrected refit not run. See data/raw/MULTI01/source_cases/propagation_assessment.json.
RVW-MKT-RAW,post_review_exploratory_diagnostic,REVIEWED-LAG2-MARKET-2024-2595,Pinnacle proportional-normalized annual proxy,No fit,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,annual latest preplay proxy; exact quote time and historical availability unknown,2595,0.579591361933538,0.19862959862133672,,,,,,,data/raw/FABLE01/reviewed_features/trials.csv,3cad2d7ddc93d122bc4eaeb92e4853fd167d7731369ccd289aea8b6542df45b8,,,
RVW-MKT-CAL,post_review_exploratory_diagnostic,REVIEWED-LAG2-MARKET-2024-2595,Market-logit recalibration,Fit 2023 source season; evaluate 2024 source season,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,annual latest preplay proxy; exact quote time and historical availability unknown,2595,0.5790435815365835,0.19846599458084216,RVW-MKT-RAW,-0.000547780396954467,,,,,data/raw/FABLE01/reviewed_features/trials.csv,3cad2d7ddc93d122bc4eaeb92e4853fd167d7731369ccd289aea8b6542df45b8,,,
RVW-MKT-ORES,post_review_exploratory_diagnostic,REVIEWED-LAG2-MARKET-2024-2595,Market plus reviewed overall-Elo residual,Fit 2023 source season; evaluate 2024 source season,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,annual latest preplay proxy; exact quote time and historical availability unknown,2595,0.5790782511516778,0.1984820376740686,,,RVW-MKT-CAL,3.466961509424049e-05,-4.375764157966714e-05,0.00011839868621564002,data/raw/FABLE01/reviewed_features/trials.csv,3cad2d7ddc93d122bc4eaeb92e4853fd167d7731369ccd289aea8b6542df45b8,data/raw/FABLE01/reviewed_features/uncertainty.json,0383534a81c6dff95e2f2a8796caf7e5fc5064d3664f8aab4f6389c151732c3e,"Coefficients [1.0368416681504034, 0.02540551199422446]. Conditional event interval on this exposed cohort and procedure spans zero."
RVW-MKT-OSRES,post_review_exploratory_diagnostic,REVIEWED-LAG2-MARKET-2024-2595,Market plus reviewed overall/surface-Elo residual,Fit 2023 source season; evaluate 2024 source season,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,annual latest preplay proxy; exact quote time and historical availability unknown,2595,0.5792303953111684,0.19856709753123727,,,RVW-MKT-CAL,0.0001868137745848486,,,data/raw/FABLE01/reviewed_features/trials.csv,3cad2d7ddc93d122bc4eaeb92e4853fd167d7731369ccd289aea8b6542df45b8,,,"Coefficients [1.0318988773581195, -0.11804350993000948, 0.3107195410760713]."
RVW-MKT-PMRES,post_review_exploratory_diagnostic,REVIEWED-LAG2-MARKET-2024-2595,Market plus reviewed probability-mean-Elo residual,Fit 2023 source season; evaluate 2024 source season,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,annual latest preplay proxy; exact quote time and historical availability unknown,2595,0.5792186537898492,0.19854667940975146,,,RVW-MKT-CAL,0.00017507225326562903,,,data/raw/FABLE01/reviewed_features/trials.csv,3cad2d7ddc93d122bc4eaeb92e4853fd167d7731369ccd289aea8b6542df45b8,,,"Coefficients [1.025745610610436, 0.05745444899804118]."
RVW-ELO-CAL,post_review_exploratory_diagnostic,REVIEWED-LAG2-MARKET-2024-2595,"Reviewed reported-date overall Elo, recalibrated",Fit 2023 source season; evaluate 2024 source season,reported calendar match dates without clocks; result eligibility D-2; same-date batches frozen,,2595,0.6266137514576988,0.21933598276871666,,,,,,,data/raw/FABLE01/reviewed_features/trials.csv,3cad2d7ddc93d122bc4eaeb92e4853fd167d7731369ccd289aea8b6542df45b8,,,Coefficients [2.771906906114346].
